Time Detect LP,Time Detect Face,Total
0.091152906417847,2.46890044212341,
0.096128225326538,2.52858757972717,
0.090197086334229,2.54725193977356,
0.091108322143555,2.51883053779602,
0.090530633926392,2.49955439567566,
0.098140716552734,2.5217137336731,
0.090485572814941,2.49602270126343,
0.096812963485718,2.50346612930298,
0.096571445465088,2.49244403839111,
0.097567558288574,2.56945776939392,
0.097125291824341,2.58618783950806,
0.090954542160034,2.472576379776,
0.095909118652344,2.48805809020996,
0.089883089065552,2.46371603012085,
0.09818434715271,2.47135758399963,
0.098248481750488,2.49844646453857,
0.091356039047241,2.51111960411072,
0.092026233673096,2.50517082214355,
0.09090256690979,2.49571537971497,
0.092051029205322,2.49348163604736,
0.09094500541687,2.50467562675476,
0.090326070785523,2.48826932907104,
0.096433162689209,2.55825281143188,
0.092570543289185,2.52328038215637,
0.089820623397827,2.54175400733948,
0.091746091842651,2.51531457901001,
0.092417001724243,2.49893403053284,
0.090909004211426,2.50006198883057,
0.091819763183594,2.48261666297913,
0.090020895004273,2.5126748085022,
0.09935998916626,2.55086255073547,
0.091912984848023,2.48530650138855,
0.090298175811768,2.49039912223816,
0.09384036064148,2.4908459186554,
0.096105813980103,2.52280616760254,
0.092560291290283,2.53428769111633,
0.091097116470337,2.49966382980347,
0.091180801391602,2.55054235458374,
0.094796895980835,2.49691581726074,
0.093370914459229,2.49639868736267,
0.093441486358643,2.48261833190918,
0.097893714904785,2.51939964294434,
0.095598697662354,2.47581052780151,
0.091887950897217,2.47857904434204,
0.094066858291626,2.54776835441589,
0.094186782836914,2.54269456863403,
0.09198784828186,2.48790001869202,
0.091936826705933,2.49496531486511,
0.090945482254028,2.46838760375977,
0.090773820877075,2.48810791969299,
0.092284917831421,2.48869800567627,
0.091271162033081,2.49307608604431,
0.092186450958252,2.5134105682373,
0.098669290542603,2.50254130363464,
0.092652320861816,2.51155114173889,
0.091833829879761,2.51151609420776,
0.189162969589233,2.62465906143188,
0.0955491065979,2.52558398246765,
0.094300746917725,2.52050399780273,
0.09333086013794,2.52112936973572,
0.095136880874634,2.54648804664612,
0.099950551986694,2.59371447563171,
0.093837976455689,2.56222701072693,
0.094576597213745,2.53671550750732,
0.094247817993164,2.53060865402222,
0.093901872634888,2.51983618736267,
0.093612909317017,2.50130891799927,
0.099568367004395,2.51512789726257,
0.095116376876831,2.52744483947754,
0.093493700027466,2.54382705688477,
0.095667839050293,2.50321960449219,
0.09454870223999,2.51021027565002,
0.094403743743897,2.5404806137085,
0.094605684280396,2.54219770431519,
0.09333610534668,2.56343221664429,
0.093868970870972,2.55105638504028,
0.093792200088501,2.52720022201538,
0.093707323074341,2.51574087142944,
0.099541902542114,2.57218289375305,
0.094123363494873,2.5705554485321,
0.094846963882446,2.55686497688293,
0.095343828201294,2.54353761672974,
0.100285053253174,2.56986284255981,
0.0989670753479,2.56679844856262,
0.099668025970459,2.57031345367432,
0.095134019851685,2.51666378974915,
0.095094442367554,2.52419137954712,
0.094361543655396,2.53322577476501,
0.100009918212891,2.58404517173767,
0.093296051025391,2.506192445755,
0.092947006225586,2.5301673412323,
0.093478679656983,2.52519941329956,
0.094377756118774,2.53464126586914,
0.094189405441284,2.52125716209412,
0.093662738800049,2.52128386497498,
0.094685792922974,2.53316116333008,
0.094928979873657,2.51560950279236,
0.099634647369385,2.52128100395203,
0.092317342758179,2.53159856796265,
0.093984842300415,2.51566362380981,
0.094660520553589,2.53481101989746,
0.094919204711914,2.55747675895691,
0.098376035690308,2.51712393760681,
0.098796606063843,2.51591205596924,
0.097124814987183,2.54036974906921,
0.098734855651856,2.52789950370789,
0.092175960540772,2.56850361824036,
0.094026565551758,2.60744142532349,
0.09461236000061,2.56700706481934,
0.091819286346436,2.54789614677429,
0.092943429946899,2.55611062049866,
0.094322919845581,2.53224229812622,
0.093412637710571,2.52492785453796,
0.099358797073364,2.50628137588501,
0.09418249130249,2.54712152481079,
0.09414267539978,2.51443386077881,
0.094532251358032,2.50093007087708,
0.093767404556274,2.54037380218506,
0.094846487045288,2.51592469215393,
0.094302177429199,2.53068494796753,
0.102731227874756,2.57208395004272,
0.093479633331299,2.53504157066345,
0.095961809158325,2.58750057220459,
0.094941854476929,2.55938053131104,
0.09847617149353,2.57178497314453,
0.096964120864868,2.54177093505859,
0.101683855056763,2.50633502006531,
0.101016283035278,2.54758191108704,
0.091934680938721,2.53224945068359,
0.093011379241943,2.54228353500366,
0.094449758529663,2.51870846748352,
0.100514888763428,2.51005363464355,
0.093646049499512,2.54834413528442,
0.093602180480957,2.52817225456238,
0.093574523925781,2.52711319923401,
0.096778631210327,2.54660058021545,
0.098018884658814,2.53784537315369,
0.094145059585571,2.52433228492737,
0.094279050827026,2.52645063400269,
0.09933614730835,2.53941202163696,
0.093923807144165,2.52984929084778,
0.093868970870972,2.5113513469696,
0.094294548034668,2.53686904907227,
0.096030473709107,2.50718307495117,
0.093952417373657,2.51534295082092,
0.100775480270386,2.51296710968018,
0.10118579864502,2.55462503433228,
0.09475040435791,2.50129342079163,
0.094598531723023,2.53850960731506,
0.093707084655762,2.53027176856995,
0.094846725463867,2.59398174285889,
0.093197345733643,2.53424119949341,
0.094120740890503,2.52319717407227,
0.098641872406006,2.49697661399841,
0.09960675239563,2.54553723335266,
0.096476554870606,2.5398998260498,
0.101371288299561,2.53070783615112,
0.096988916397095,2.51714086532593,
0.095019578933716,2.52487540245056,
0.100626945495605,2.51021289825439,
0.098259210586548,2.53834652900696,
0.094591856002808,2.5323212146759,
0.095826625823975,2.53480315208435,
0.093276977539063,2.4987633228302,
0.094114780426025,2.53427028656006,
0.092640638351441,2.53325915336609,
0.100122928619385,2.53745532035828,
0.097983121871948,2.51985716819763,
0.094616651535034,2.52290606498718,
0.094099283218384,2.51504421234131,
0.09450101852417,2.50250601768494,
0.097481727600098,2.53811311721802,
0.100191831588745,2.61291456222534,
0.101885557174683,2.73555994033813,
0.112487077713013,2.76570272445679,
0.102567672729492,2.71720862388611,
0.101462602615356,2.57123112678528,
0.092983722686768,2.45554232597351,
0.094598293304443,2.46364879608154,
0.093649864196777,2.50753998756409,
0.093582391738892,2.51686668395996,
0.091756582260132,2.50268220901489,
0.092562437057495,2.48755383491516,
0.095598697662354,2.48788356781006,
0.100197792053223,2.51396703720093,
0.095398187637329,2.48409199714661,
0.092703819274902,2.4699821472168,
0.093339681625366,2.52750897407532,
0.092806100845337,2.48046183586121,
0.093316793441773,2.50000834465027,
0.098938941955566,2.48955273628235,
0.094181060791016,2.46909642219543,
0.093074560165405,2.52761244773865,
0.093462705612183,2.5100827217102,
0.093090295791626,2.51495933532715,
0.10115909576416,2.48814177513123,
0.092806816101074,2.53617191314697,
0.095438241958618,2.49668765068054,
0.098483800888062,2.50447225570679,
0.101040363311768,2.54276418685913,
0.093610525131226,2.53691124916077,
0.099732637405396,2.49287819862366,
0.092922449111939,2.51038885116577,
0.094030141830444,2.49024128913879,
0.103025197982788,2.51612186431885,
0.09551477432251,2.49815583229065,
0.096143245697022,2.50282573699951,
0.096108675003052,2.5021538734436,
0.099704742431641,2.49340319633484,
0.094661474227905,2.514324426651,
0.093924522399902,2.52023220062256,
0.092567205429077,2.51291799545288,
0.096417427062988,2.50206398963928,
0.095107555389404,2.53503584861755,
0.09514594078064,2.53714323043823,
0.093542337417603,2.49858999252319,
0.093284368515015,2.50769138336182,
0.099959373474121,2.47074413299561,
0.101565361022949,2.54073929786682,
0.095383882522583,2.49982714653015,
0.093415260314941,2.51818537712097,
0.093302011489868,2.48882532119751,
0.093667984008789,2.48895001411438,
0.092740058898926,2.51505517959595,
0.094423294067383,2.50474452972412,
0.094449996948242,2.50626420974731,
0.098832607269287,2.49417543411255,
0.093993186950684,2.53234958648682,
0.099038124084473,2.51809167861938,
0.092390775680542,2.48723816871643,
0.094342708587647,2.51951694488525,
0.093500137329102,2.50967288017273,
0.093314409255982,2.47692227363586,
0.094166517257691,2.44326829910278,
0.094482660293579,2.47518634796143,
0.095312833786011,2.45148634910583,
0.093887090682983,2.50282311439514,
0.094509124755859,2.45328664779663,
0.094739675521851,2.4908013343811,
0.099091053009033,2.53938341140747,
0.093949794769287,2.51299381256104,
0.094515562057495,2.51969408988953,
0.095381736755371,2.47570896148682,
0.09343147277832,2.51171875,
0.09408974647522,2.4814281463623,
0.100598812103271,2.53039884567261,
0.095382928848267,2.49462938308716,
0.093899488449097,2.49427199363708,
0.096148252487183,2.49328899383545,
0.093667268753052,2.50267624855041,
0.094435453414917,2.51609301567078,
0.092768430709839,2.48872184753418,
0.09908390045166,2.50393509864807,
0.094726324081421,2.53362154960632,
0.093175888061524,2.54817366600037,
0.09322714805603,2.50645303726196,
0.096088647842407,2.497713804245,
0.104890584945679,2.55361676216125,
0.094177007675171,2.49838805198669,
0.097374439239502,2.46488118171692,
0.095316410064697,2.64230108261108,
0.098949432373047,2.52613949775696,
0.10202431678772,2.52639222145081,
0.095206260681152,2.50016045570374,
0.100085973739624,2.50431132316589,
0.096065521240234,2.54511857032776,
0.101357698440552,2.50726652145386,
0.095358371734619,2.52633452415466,
0.096269845962524,2.52091598510742,
0.095375061035156,2.52179598808289,
0.097402095794678,2.52368664741516,
0.094809055328369,2.52925133705139,
0.093942642211914,2.50617814064026,
0.097415924072266,2.54580497741699,
0.102111577987671,2.55213403701782,
0.097453117370606,2.56435894966125,
0.100270986557007,2.53070783615112,
0.101093530654907,2.52837181091309,
0.098774909973145,2.50360560417175,
0.096114873886108,2.49571347236633,
0.099055528640747,2.50943779945374,
0.094848871231079,2.50191497802734,
0.102412700653076,2.55487394332886,
0.094300985336304,2.51775717735291,
0.095100164413452,2.53022313117981,
0.095106363296509,2.48475956916809,
0.100846529006958,2.53478717803955,
0.095988273620606,2.51491689682007,
0.097912549972534,2.55279564857483,
0.095264196395874,2.51138806343079,
0.095654487609863,2.51123738288879,
0.095330953598023,2.52839303016663,
0.102368831634521,2.54101133346558,
0.09569525718689,2.54410362243652,
0.09650182723999,2.50498867034912,
0.097775220870972,2.51560282707214,
0.103571653366089,2.53290176391602,
0.09599781036377,2.47199296951294,
0.096898555755615,2.48444199562073,
0.094862937927246,2.51385235786438,
0.097047328948975,2.55054974555969,
0.094759464263916,2.5521297454834,
0.095609426498413,2.52682971954346,
0.097974538803101,2.50094175338745,
0.097602367401123,2.50531435012817,
0.094751358032227,2.49798989295959,
0.101309299468994,2.53473019599915,
0.096227645874024,2.57904696464539,
0.095013380050659,2.55975651741028,
0.102179288864136,2.55064630508423,
0.096725702285767,2.56817221641541,
0.101862192153931,2.51887202262878,
0.093729972839356,2.49385356903076,
0.094850778579712,2.51303887367249,
0.094810009002686,2.5091814994812,
0.100067615509033,2.54152178764343,
0.101351022720337,2.52496862411499,
0.103532552719116,2.49835801124573,
0.094652414321899,2.51343250274658,
0.094432592391968,2.51811766624451,
0.096269130706787,2.50002098083496,
0.095798492431641,2.49561476707458,
0.100133895874023,2.54195404052734,
0.094959020614624,2.52484798431396,
0.095426082611084,2.5154082775116,
0.096446752548218,2.52811455726624,
0.095197200775147,2.53350067138672,
0.103538036346436,2.50331115722656,
0.102162837982178,2.50223660469055,
0.095383405685425,2.55344843864441,
0.10093879699707,2.51208996772766,
0.096479415893555,2.54790806770325,
0.100899696350098,2.52640914916992,
0.095083713531494,2.5328950881958,
0.094994068145752,2.47723364830017,
0.10242223739624,2.48965811729431,
0.095443725585938,2.48319363594055,
0.094215154647827,2.52872252464294,
0.095107793807983,2.53783082962036,
0.095762968063355,2.53575396537781,
0.095156669616699,2.5153169631958,
0.096376895904541,2.54301691055298,
0.096042394638062,2.55501437187195,
0.098258972167969,2.51967263221741,
0.094707250595093,2.57181930541992,
0.095102310180664,2.50603675842285,
0.096436977386475,2.53274154663086,
0.096856832504273,2.53636574745178,
0.095998525619507,2.54729104042053,
0.094809770584107,2.49047636985779,
0.097104787826538,2.53289127349854,
0.094829082489014,2.54783535003662,
0.095598936080933,2.52178978919983,
0.104796886444092,2.53916072845459,
0.101552486419678,2.5089852809906,
0.09645414352417,2.53401947021484,
0.096679449081421,2.5560564994812,
0.104599952697754,2.55576086044312,
0.094834327697754,2.541184425354,
0.095648050308228,2.5231819152832,
0.096305131912232,2.52636909484863,
0.096247673034668,2.54932117462158,
0.095857381820679,2.55629682540894,
0.101702213287354,2.52390480041504,
0.096127271652222,2.50802636146545,
0.095255851745606,2.52708864212036,
0.097932815551758,2.55614161491394,
0.094095945358276,2.50489044189453,
0.095636367797852,2.51394629478455,
0.103251218795776,2.78663873672485,
0.095350980758667,2.52852821350098,
0.097030639648438,2.52592349052429,
0.103244066238403,2.580491065979,
0.096925973892212,2.50836157798767,
0.099645137786865,2.55976819992065,
0.098726749420166,2.58175349235535,
0.099097013473511,2.56922793388367,
0.099479913711548,2.5651216506958,
0.100160598754883,2.57267618179321,
0.10430383682251,2.62735199928284,
0.103325843811035,2.61206126213074,
0.10899829864502,2.56710433959961,
0.107174873352051,2.62701010704041,
0.097990036010742,2.56509304046631,
0.097445487976074,2.57525444030762,
0.096981763839722,2.60466933250427,
0.106735944747925,2.59364032745361,
0.099842071533203,2.55241894721985,
0.102523803710938,2.57205748558044,
0.097819328308106,2.56142377853394,
0.100963115692139,2.57765078544617,
0.105278730392456,2.55589509010315,
0.097407817840576,2.55980396270752,
0.098376989364624,2.56249833106995,
0.097702026367188,2.58183026313782,
0.10691499710083,2.56208038330078,
0.105536699295044,2.56985569000244,
0.098545551300049,2.55754494667053,
0.098779916763306,2.56914901733398,
0.103814601898193,2.54652404785156,
0.106074094772339,2.58582997322083,
0.104219913482666,2.55881285667419,
0.098711252212524,2.53998327255249,
0.101245641708374,2.57316589355469,
0.105960369110107,2.6176450252533,
0.107375621795654,2.63806533813477,
0.097834825515747,2.59522128105164,
0.098781585693359,2.55434584617615,
0.103172540664673,2.56408905982971,
0.098801851272583,2.5768551826477,
0.09914231300354,2.55641603469849,
0.10658597946167,2.58116436004639,
0.09854793548584,2.58273315429687,
0.097063064575195,2.57088875770569,
0.098605632781983,2.58273339271545,
0.099464178085327,2.60792899131775,
0.097554683685303,2.55795645713806,
0.099276065826416,2.5560884475708,
0.097639799118042,2.58299946784973,
0.099180936813355,2.55364274978638,
0.099186897277832,2.57127737998962,
0.099056959152222,2.54351568222046,
0.09571385383606,2.54224848747253,
0.098416805267334,2.52359962463379,
0.100195169448853,2.53590369224548,
0.100563764572144,2.54345202445984,
0.099616050720215,2.54134726524353,
0.098130702972412,2.5403311252594,
0.097482204437256,2.53144335746765,
0.09781813621521,2.55492734909058,
0.09740161895752,2.53763175010681,
0.096190929412842,2.52802157402039,
0.100327253341675,2.53975510597229,
0.101889133453369,2.54244875907898,
0.103058338165283,2.5947277545929,
0.099007606506348,2.54718112945557,
0.097496032714844,2.52407002449036,
0.104249238967896,2.52568602561951,
0.104177474975586,2.57082557678223,
0.098758697509766,2.55766272544861,
0.098926544189453,2.53391313552856,
0.096694231033325,2.55728101730347,
0.098433017730713,2.55840015411377,
0.09828782081604,2.57189297676086,
0.098366022109985,2.58729434013367,
0.100930452346802,2.61205744743347,
0.099843502044678,2.56508851051331,
0.09717059135437,2.54004454612732,
0.098923206329346,2.52683472633362,
0.094868898391724,2.53690767288208,
0.098309516906738,2.56924724578857,
0.098689079284668,2.54093027114868,
0.098315715789795,2.5282986164093,
0.097143411636353,2.55046701431274,
0.106699705123901,2.58921957015991,
0.098371028900147,2.54152297973633,
0.097150325775147,2.54068636894226,
0.10596752166748,2.51340365409851,
0.098009586334229,2.56351494789124,
0.101963996887207,2.532062292099,
0.099116086959839,2.56312203407288,
0.09878134727478,2.56365656852722,
0.10545539855957,2.58250975608826,
0.099216222763062,2.60865998268127,
0.097790479660034,2.54285144805908,
0.100037097930908,2.58046221733093,
0.098570346832275,2.58735799789429,
0.096282482147217,2.55428075790405,
0.097888946533203,2.53268265724182,
0.103830814361572,2.59328746795654,
0.098310708999634,2.57058310508728,
0.098490476608276,2.56788277626038,
0.100895404815674,2.58253526687622,
0.099013805389404,2.59526515007019,
0.098432064056397,2.56757831573486,
0.105387926101685,2.58681297302246,
0.102081775665283,2.55285477638245,
0.098100662231445,2.56767010688782,
0.10482931137085,2.57638692855835,
0.101274490356445,2.57682108879089,
0.099263668060303,2.54981565475464,
0.099546194076538,2.58969783782959,
0.098968744277954,2.56775188446045,
0.098752021789551,2.55999255180359,
0.097316026687622,2.5937488079071,
0.098827600479126,2.56891894340515,
0.098267078399658,2.56053113937378,
0.099320411682129,2.5855917930603,
0.103528261184692,2.54442596435547,
0.103976249694824,2.52081298828125,
0.103891372680664,2.5517086982727,
0.099085330963135,2.63618469238281,
0.100315093994141,2.51953768730164,
0.105112075805664,2.57790207862854,
0.097105264663696,2.54218363761902,
0.099159479141235,2.56914973258972,
0.10004734992981,2.54287004470825,
0.100134611129761,2.55281567573547,
0.104430913925171,2.57928800582886,
0.098262786865234,2.56748914718628,
0.105844020843506,2.59241724014282,
0.100162506103516,2.55922293663025,
0.099599599838257,2.54708337783813,
0.104329824447632,2.55824756622314,
0.099782705307007,2.57122135162354,
0.106976985931396,2.59207153320312,
0.096963405609131,2.55017304420471,
0.106366872787476,2.59552955627441,
0.105216026306152,2.59554314613342,
0.099300146102905,2.55769228935242,
0.102202415466309,2.60217785835266,
0.099662780761719,2.56626200675964,
0.098813056945801,2.5892858505249,
0.100961208343506,2.62226343154907,
0.097864627838135,2.61718344688416,
0.104654788970947,2.59656476974487,
0.104152917861938,2.53731727600098,
0.099646091461182,2.56609630584717,
0.099712610244751,2.5291895866394,
0.099232912063599,2.52171516418457,
0.106127977371216,2.57287573814392,
0.101341962814331,2.57784938812256,
0.099196910858154,2.59298038482666,
0.100115060806274,2.590411901474,
0.098793029785156,2.55958127975464,
0.097402334213257,2.57247805595398,
0.099151372909546,2.54437565803528,
0.099497795104981,2.5541934967041,
0.101265430450439,2.57039570808411,
0.098863124847412,2.60341501235962,
0.099048376083374,2.58331036567688,
0.099254608154297,2.57768225669861,
0.099225997924805,2.5532112121582,
0.100934505462646,2.57149839401245,
0.099684715270996,2.58006024360657,
0.104682445526123,2.58869791030884,
0.09931230545044,2.56474733352661,
0.112037658691406,2.84477472305298,
0.105515956878662,2.74398326873779,
0.109512567520142,2.52615475654602,
0.101078987121582,2.52982997894287,
0.105510473251343,2.55722212791443,
0.109123468399048,2.54668188095093,
0.107014417648315,2.56581401824951,
0.105990648269653,2.59235239028931,
0.107322216033936,2.56780290603638,
0.098975896835327,2.55046391487122,
0.098088026046753,2.57674384117126,
0.100196123123169,2.5483067035675,
0.10005259513855,2.56599116325378,
0.09937310218811,2.54927158355713,
0.097965717315674,2.56233096122742,
0.098847150802612,2.56712079048157,
0.10678505897522,2.6311342716217,
0.098103284835816,2.61813807487488,
0.101209402084351,2.59622120857239,
0.099862337112427,2.5717306137085,
0.100964069366455,2.53761219978333,
0.101464986801147,2.54199385643005,
0.098169088363648,2.56660223007202,
0.099177598953247,2.60415744781494,
0.104546308517456,2.6260199546814,
0.101086616516113,2.58844065666199,
0.099884748458862,2.57508707046509,
0.106326341629028,2.59108638763428,
0.097124099731445,2.58461093902588,
0.098562955856323,2.58278965950012,
0.099558830261231,2.55182790756226,
0.101089954376221,2.6218888759613,
0.099906921386719,0.098698377609253,2.5464551448822
0.101028919219971,2.53873801231384,
0.102662324905396,2.56706404685974,
0.099661588668823,2.56411194801331,
0.099056959152222,2.58636879920959,
0.102659463882446,2.54871225357056,
0.098775863647461,2.51202821731567,
0.105355501174927,2.54311966896057,
0.105309247970581,2.5627613067627,
0.104665279388428,2.53459692001343,
0.105544567108154,2.5497899055481,
0.100192308425903,2.55545830726624,
0.100718021392822,2.54381728172302,
0.10461163520813,2.57060074806213,
0.098726987838745,2.55457806587219,
0.104279041290283,2.60692405700684,
0.09771728515625,2.61666035652161,
0.103442907333374,2.59031343460083,
0.097233295440674,2.56790089607239,
0.09906792640686,2.56249356269836,
0.101137638092041,2.55779957771301,
0.100550413131714,2.56278324127197,
0.104764699935913,2.55740284919739,
0.101580619812012,2.61048483848572,
0.100158452987671,2.57723569869995,
0.104657888412476,2.59453415870666,
0.096756458282471,2.6079843044281,
0.097373247146607,2.54909229278564,
0.105393648147583,2.54061794281006,
0.104284048080444,2.56215214729309,
0.101847887039185,2.59409713745117,
0.098084688186646,2.60546612739563,
0.099287033081055,2.61464142799377,
0.099120140075684,2.61436176300049,
0.097016096115112,2.62896084785461,
0.104228258132935,2.57786178588867,
0.097422361373901,2.54700303077698,
0.100471973419189,2.56632685661316,
0.099619865417481,2.58076071739197,
0.105571508407593,2.62428593635559,
0.098002910614014,2.61446118354797,
0.098169088363648,2.58812522888184,
0.105829000473022,2.60308790206909,
0.098059177398682,2.60212755203247,
0.09940505027771,2.57064056396484,
0.097822427749634,2.56432604789734,
0.099518775939941,2.55377006530762,
0.098309993743897,2.54129981994629,
0.106522560119629,2.60745429992676,
0.10491156578064,2.56707739830017,
0.102357625961304,2.53492641448975,
0.106091022491455,2.54864025115967,
0.101206541061401,2.58100128173828,
0.105226278305054,2.5360324382782,
0.099578380584717,2.53626370429993,
0.099682331085205,2.51203083992004,
